county,precinct,contest_name,election_date,dem_votes,rep_votes,other_votes,total_votes,winner,vote_diff,margin_pct,dem_margin_pct,dva_pct_needed,strategic_tier,priority_score
FORSYTH,65,FORSYTH COUNTY SHERIFF,2022-11-08,1343,1156,0,2499,DEM,187,7.48,7.48,7.52,Tier 5: Long-term (5.0%+),0.3296833773087071
FORSYTH,806,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 05,2022-11-08,646,556,0,1202,DEM,90,7.49,7.49,7.56,Tier 5: Long-term (5.0%+),0.15836627140974968
FORSYTH,807,NC HOUSE OF REPRESENTATIVES DISTRICT 074,2024-11-05,839,722,0,1561,DEM,117,7.5,7.5,7.55,Tier 5: Long-term (5.0%+),0.20539473684210524
FORSYTH,805,NC COURT OF APPEALS JUDGE SEAT 09,2022-11-08,915,787,0,1702,DEM,128,7.52,7.52,7.57,Tier 5: Long-term (5.0%+),0.22335958005249348
FORSYTH,61,NC GOVERNOR,2024-11-05,899,773,0,1672,DEM,126,7.54,7.54,7.59,Tier 5: Long-term (5.0%+),0.218848167539267
FORSYTH,123,US SENATE,2020-11-03,1277,1097,0,2374,DEM,180,7.58,7.58,7.62,Tier 5: Long-term (5.0%+),0.30911458333333336
FORSYTH,123,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 04,2020-11-03,1309,1124,0,2433,DEM,185,7.6,7.6,7.64,Tier 5: Long-term (5.0%+),0.31597402597402596
FORSYTH,101,NC COMMISSIONER OF AGRICULTURE,2020-11-03,913,784,0,1697,DEM,129,7.6,7.6,7.65,Tier 5: Long-term (5.0%+),0.2203896103896104
FORSYTH,123,NC COMMISSIONER OF INSURANCE,2024-11-05,1307,1122,0,2429,DEM,185,7.62,7.62,7.65,Tier 5: Long-term (5.0%+),0.3146373056994819
FORSYTH,123,NC ATTORNEY GENERAL,2020-11-03,1326,1138,0,2464,DEM,188,7.63,7.63,7.66,Tier 5: Long-term (5.0%+),0.31875808538163003
FORSYTH,123,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 02,2020-11-03,1318,1131,0,2449,DEM,187,7.64,7.64,7.67,Tier 5: Long-term (5.0%+),0.31640826873385014
FORSYTH,909,NC COURT OF APPEALS JUDGE SEAT 11,2022-11-08,435,373,0,808,DEM,62,7.67,7.67,7.78,Tier 5: Long-term (5.0%+),0.103989703989704
FORSYTH,101,NC COMMISSIONER OF AGRICULTURE,2024-11-05,855,733,0,1588,DEM,122,7.68,7.68,7.74,Tier 5: Long-term (5.0%+),0.2041131105398458
FORSYTH,123,NC TREASURER,2024-11-05,1314,1126,0,2440,DEM,188,7.7,7.7,7.74,Tier 5: Long-term (5.0%+),0.3128205128205129
FORSYTH,809,NC STATE SENATE DISTRICT 32,2020-11-03,1237,1060,0,2297,DEM,177,7.71,7.71,7.74,Tier 5: Long-term (5.0%+),0.2941101152368758
FORSYTH,806,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 06,2024-11-05,852,730,0,1582,DEM,122,7.71,7.71,7.77,Tier 5: Long-term (5.0%+),0.20256081946222793
FORSYTH,701,NC COURT OF APPEALS JUDGE SEAT 09,2022-11-08,510,437,0,947,DEM,73,7.71,7.71,7.8,Tier 5: Long-term (5.0%+),0.12125480153649167
FORSYTH,804,FORSYTH COUNTY BOARD OF COMMISSIONERS DISTRICT B,2024-11-05,1555,1332,0,2887,DEM,223,7.72,7.72,7.75,Tier 5: Long-term (5.0%+),0.3691815856777494
FORSYTH,43,FORSYTH COUNTY SHERIFF,2022-11-08,648,555,0,1203,DEM,93,7.73,7.73,7.8,Tier 5: Long-term (5.0%+),0.15363984674329503
FORSYTH,706,DISTRICT ATTORNEY DISTRICT 31,2022-11-08,306,262,0,568,DEM,44,7.75,7.75,7.89,Tier 5: Long-term (5.0%+),0.07235668789808916
FORSYTH,805,NC COURT OF APPEALS JUDGE SEAT 04,2020-11-03,1091,934,0,2025,DEM,157,7.75,7.75,7.79,Tier 5: Long-term (5.0%+),0.25796178343949044
FORSYTH,809,NC LIEUTENANT GOVERNOR,2020-11-03,1263,1081,0,2344,DEM,182,7.76,7.76,7.8,Tier 5: Long-term (5.0%+),0.29821882951653944
FORSYTH,807,US SENATE,2022-11-08,657,562,0,1219,DEM,95,7.79,7.79,7.86,Tier 5: Long-term (5.0%+),0.15449936628643857
FORSYTH,805,NC HOUSE OF REPRESENTATIVES DISTRICT 072,2020-11-03,1088,930,0,2018,DEM,158,7.83,7.83,7.87,Tier 5: Long-term (5.0%+),0.2544766708701135
FORSYTH,42,NC COMMISSIONER OF AGRICULTURE,2020-11-03,1507,1288,0,2795,DEM,219,7.84,7.84,7.87,Tier 5: Long-term (5.0%+),0.3520151133501259
FORSYTH,74,NC COURT OF APPEALS JUDGE SEAT 11,2022-11-08,1127,962,0,2089,DEM,165,7.9,7.9,7.94,Tier 5: Long-term (5.0%+),0.261125
FORSYTH,804,NC SUPREME COURT CHIEF JUSTICE SEAT 01,2020-11-03,580,495,0,1075,DEM,85,7.91,7.91,7.99,Tier 5: Long-term (5.0%+),0.13420724094881398
FORSYTH,701,NC ATTORNEY GENERAL,2020-11-03,657,560,0,1217,DEM,97,7.97,7.97,8.04,Tier 5: Long-term (5.0%+),0.15080545229244113
FORSYTH,807,NC AUDITOR,2020-11-03,872,743,0,1615,DEM,129,7.99,7.99,8.04,Tier 5: Long-term (5.0%+),0.1996291718170581
