county,precinct,contest_name,election_date,dem_votes,rep_votes,other_votes,total_votes,winner,vote_diff,margin_pct,dem_margin_pct,dva_pct_needed
FORSYTH,131,NC COURT OF APPEALS JUDGE SEAT 14,2024-11-05,1436,1598,0,3034,REP,162,5.34,-5.34,5.37
FORSYTH,77,NC TREASURER,2024-11-05,1081,1203,0,2284,REP,122,5.34,-5.34,5.38
FORSYTH,802,NC SUPREME COURT CHIEF JUSTICE SEAT 01,2020-11-03,709,637,0,1346,DEM,72,5.35,5.35,5.42
FORSYTH,74,FORSYTH COUNTY BOARD OF COMMISSIONERS DISTRICT B,2024-11-05,3849,3458,0,7307,DEM,391,5.35,5.35,5.36
FORSYTH,805,NC DISTRICT COURT JUDGE DISTRICT 21 SEAT 08,2020-11-03,1061,953,0,2014,DEM,108,5.36,5.36,5.41
FORSYTH,908,NC TREASURER,2020-11-03,1111,1237,0,2348,REP,126,5.37,-5.37,5.4
FORSYTH,67,FORSYTH COUNTY SHERIFF,2022-11-08,461,414,0,875,DEM,47,5.37,5.37,5.47
FORSYTH,809,NC COURT OF APPEALS JUDGE SEAT 04,2020-11-03,1215,1091,0,2306,DEM,124,5.38,5.38,5.42
FORSYTH,132,NC HOUSE OF REPRESENTATIVES DISTRICT 074,2020-11-03,1661,1850,0,3511,REP,189,5.38,-5.38,5.41
FORSYTH,908,NC COURT OF APPEALS JUDGE SEAT 14,2024-11-05,1222,1097,0,2319,DEM,125,5.39,5.39,5.43
FORSYTH,131,NC COMMISSIONER OF INSURANCE,2024-11-05,1438,1602,0,3040,REP,164,5.39,-5.39,5.42
FORSYTH,135,NC ATTORNEY GENERAL,2024-11-05,1494,1341,0,2835,DEM,153,5.4,5.4,5.43
FORSYTH,909,NC COURT OF APPEALS JUDGE SEAT 09,2022-11-08,427,383,0,810,DEM,44,5.43,5.43,5.54
FORSYTH,32,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 06,2024-11-05,1267,1413,0,2680,REP,146,5.45,-5.45,5.48
FORSYTH,67,NC COURT OF APPEALS JUDGE SEAT 12,2024-11-05,658,734,0,1392,REP,76,5.46,-5.46,5.52
FORSYTH,43,US HOUSE OF REPRESENTATIVES DISTRICT 06,2020-11-03,1003,1119,0,2122,REP,116,5.47,-5.47,5.51
FORSYTH,806,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 02,2020-11-03,837,750,0,1587,DEM,87,5.48,5.48,5.54
FORSYTH,64,NC SECRETARY OF STATE,2024-11-05,498,556,0,1054,REP,58,5.5,-5.5,5.59
FORSYTH,71,NC LIEUTENANT GOVERNOR,2024-11-05,1431,1598,0,3029,REP,167,5.51,-5.51,5.54
FORSYTH,123,NC COURT OF APPEALS JUDGE SEAT 06,2020-11-03,1273,1140,0,2413,DEM,133,5.51,5.51,5.55
FORSYTH,803,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 06,2024-11-05,755,676,0,1431,DEM,79,5.52,5.52,5.58
FORSYTH,53,FORSYTH COUNTY SHERIFF,2022-11-08,954,854,0,1808,DEM,100,5.53,5.53,5.58
FORSYTH,806,FORSYTH COUNTY BOARD OF COMMISSIONERS AT-LARGE,2022-11-08,630,564,0,1194,DEM,66,5.53,5.53,5.6
FORSYTH,123,NC COMMISSIONER OF INSURANCE,2020-11-03,1278,1144,0,2422,DEM,134,5.53,5.53,5.57
FORSYTH,43,NC COURT OF APPEALS JUDGE SEAT 06,2020-11-03,1006,1124,0,2130,REP,118,5.54,-5.54,5.58
FORSYTH,806,US PRESIDENT,2024-11-05,846,757,0,1603,DEM,89,5.55,5.55,5.61
FORSYTH,708,DISTRICT ATTORNEY DISTRICT 31,2022-11-08,1178,1054,0,2232,DEM,124,5.56,5.56,5.6
FORSYTH,701,NC DISTRICT COURT JUDGE DISTRICT 21 SEAT 08,2020-11-03,615,550,0,1165,DEM,65,5.58,5.58,5.66
FORSYTH,43,NC HOUSE OF REPRESENTATIVES DISTRICT 075,2020-11-03,999,1117,0,2116,REP,118,5.58,-5.58,5.62
FORSYTH,802,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 04,2020-11-03,699,625,0,1324,DEM,74,5.59,5.59,5.66
FORSYTH,52,US PRESIDENT,2024-11-05,471,527,0,998,REP,56,5.61,-5.61,5.7
FORSYTH,52,NC STATE SENATE DISTRICT 32,2022-11-08,370,414,0,784,REP,44,5.61,-5.61,5.73
FORSYTH,135,NC COURT OF APPEALS JUDGE SEAT 12,2024-11-05,1319,1476,0,2795,REP,157,5.62,-5.62,5.65
FORSYTH,17,NC LIEUTENANT GOVERNOR,2024-11-05,768,860,0,1628,REP,92,5.65,-5.65,5.71
FORSYTH,64,NC SUPERINTENDENT OF PUBLIC INSTRUCTION,2024-11-05,493,552,0,1045,REP,59,5.65,-5.65,5.73
FORSYTH,123,NC COMMISSIONER OF AGRICULTURE,2024-11-05,1261,1126,0,2387,DEM,135,5.66,5.66,5.69
FORSYTH,809,NC ATTORNEY GENERAL,2020-11-03,1242,1108,0,2350,DEM,134,5.7,5.7,5.74
FORSYTH,908,NC TREASURER,2024-11-05,1228,1095,0,2323,DEM,133,5.73,5.73,5.76
FORSYTH,74,DISTRICT ATTORNEY DISTRICT 31,2022-11-08,988,1108,0,2096,REP,120,5.73,-5.73,5.77
FORSYTH,16,NC AUDITOR,2024-11-05,1036,1162,0,2198,REP,126,5.73,-5.73,5.77
FORSYTH,77,FORSYTH COUNTY BOARD OF EDUCATION AT-LARGE,2022-11-08,1900,2132,0,4032,REP,232,5.75,-5.75,5.78
FORSYTH,132,NC ATTORNEY GENERAL,2020-11-03,1673,1878,0,3551,REP,205,5.77,-5.77,5.8
FORSYTH,807,FORSYTH COUNTY BOARD OF COMMISSIONERS DISTRICT B,2020-11-03,2049,2300,0,4349,REP,251,5.77,-5.77,5.79
FORSYTH,16,FORSYTH COUNTY BOARD OF EDUCATION AT-LARGE,2022-11-08,1950,2189,0,4139,REP,239,5.77,-5.77,5.8
FORSYTH,15,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 06,2024-11-05,1621,1820,0,3441,REP,199,5.78,-5.78,5.81
FORSYTH,807,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 06,2024-11-05,830,739,0,1569,DEM,91,5.8,5.8,5.86
FORSYTH,909,NC COMMISSIONER OF AGRICULTURE,2024-11-05,575,512,0,1087,DEM,63,5.8,5.8,5.88
FORSYTH,32,NC HOUSE OF REPRESENTATIVES DISTRICT 074,2024-11-05,1257,1412,0,2669,REP,155,5.81,-5.81,5.84
FORSYTH,132,NC STATE SENATE DISTRICT 32,2020-11-03,1644,1847,0,3491,REP,203,5.81,-5.81,5.84
FORSYTH,132,NC SUPERINTENDENT OF PUBLIC INSTRUCTION,2020-11-03,1655,1859,0,3514,REP,204,5.81,-5.81,5.83
FORSYTH,131,NC TREASURER,2024-11-05,1434,1612,0,3046,REP,178,5.84,-5.84,5.87
FORSYTH,54,NC LIEUTENANT GOVERNOR,2024-11-05,1047,1177,0,2224,REP,130,5.85,-5.85,5.88
FORSYTH,803,NC AUDITOR,2024-11-05,652,733,0,1385,REP,81,5.85,-5.85,5.91
FORSYTH,54,NC SECRETARY OF STATE,2024-11-05,1065,1198,0,2263,REP,133,5.88,-5.88,5.92
FORSYTH,132,US SENATE,2020-11-03,1611,1813,0,3424,REP,202,5.9,-5.9,5.93
FORSYTH,52,US PRESIDENT,2020-11-03,494,556,0,1050,REP,62,5.9,-5.9,5.99
FORSYTH,52,NC SUPREME COURT CHIEF JUSTICE SEAT 01,2020-11-03,494,556,0,1050,REP,62,5.9,-5.9,5.99
FORSYTH,67,NC SECRETARY OF STATE,2020-11-03,685,771,0,1456,REP,86,5.91,-5.91,5.97
FORSYTH,55,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 06,2024-11-05,1509,1699,0,3208,REP,190,5.92,-5.92,5.95
FORSYTH,74,NC STATE SENATE DISTRICT 31,2024-11-05,1532,1360,0,2892,DEM,172,5.95,5.95,5.98
FORSYTH,807,NC DISTRICT COURT JUDGE DISTRICT 31 SEAT 10,2024-11-05,726,818,0,1544,REP,92,5.96,-5.96,6.02
FORSYTH,55,US PRESIDENT,2024-11-05,1529,1724,0,3253,REP,195,5.99,-5.99,6.02
FORSYTH,701,CITY OF WINSTON-SALEM COUNCIL MEMBER WEST WARD,2024-11-05,424,478,0,902,REP,54,5.99,-5.99,6.08
FORSYTH,43,NC COMMISSIONER OF INSURANCE,2020-11-03,1004,1132,0,2136,REP,128,5.99,-5.99,6.03
FORSYTH,807,NC HOUSE OF REPRESENTATIVES DISTRICT 074,2020-11-03,855,758,0,1613,DEM,97,6.01,6.01,6.07
FORSYTH,809,US SENATE,2020-11-03,1218,1080,0,2298,DEM,138,6.01,6.01,6.04
FORSYTH,803,NC STATE SENATE DISTRICT 32,2024-11-05,740,656,0,1396,DEM,84,6.02,6.02,6.08
FORSYTH,77,NC COURT OF APPEALS JUDGE SEAT 11,2022-11-08,695,784,0,1479,REP,89,6.02,-6.02,6.08
FORSYTH,806,NC STATE SENATE DISTRICT 32,2022-11-08,633,561,0,1194,DEM,72,6.03,6.03,6.1
FORSYTH,806,CITY OF WINSTON-SALEM COUNCIL MEMBER WEST WARD,2024-11-05,722,815,0,1537,REP,93,6.05,-6.05,6.11
FORSYTH,112,FORSYTH COUNTY SHERIFF,2022-11-08,891,789,0,1680,DEM,102,6.07,6.07,6.12
FORSYTH,123,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 05,2022-11-08,872,772,0,1644,DEM,100,6.08,6.08,6.14
FORSYTH,13,NC GOVERNOR,2020-11-03,1524,1722,0,3246,REP,198,6.1,-6.1,6.13
FORSYTH,74,NC AUDITOR,2020-11-03,1495,1323,0,2818,DEM,172,6.1,6.1,6.13
FORSYTH,908,NC COMMISSIONER OF LABOR,2024-11-05,1218,1078,0,2296,DEM,140,6.1,6.1,6.14
FORSYTH,67,US SENATE,2020-11-03,662,748,0,1410,REP,86,6.1,-6.1,6.16
FORSYTH,807,FORSYTH COUNTY BOARD OF EDUCATION AT-LARGE,2022-11-08,1777,1572,0,3349,DEM,205,6.12,6.12,6.15
FORSYTH,803,US HOUSE OF REPRESENTATIVES DISTRICT 10,2024-11-05,629,711,0,1340,REP,82,6.12,-6.12,6.18
FORSYTH,74,NC HOUSE OF REPRESENTATIVES DISTRICT 074,2022-11-08,1115,986,0,2101,DEM,129,6.14,6.14,6.18
FORSYTH,803,NC STATE SENATE DISTRICT 32,2020-11-03,687,777,0,1464,REP,90,6.15,-6.15,6.21
FORSYTH,804,US SENATE,2020-11-03,561,496,0,1057,DEM,65,6.15,6.15,6.23
FORSYTH,51,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 06,2024-11-05,1167,1320,0,2487,REP,153,6.15,-6.15,6.19
FORSYTH,807,NC STATE SENATE DISTRICT 32,2024-11-05,803,710,0,1513,DEM,93,6.15,6.15,6.2
FORSYTH,67,US PRESIDENT,2024-11-05,668,756,0,1424,REP,88,6.18,-6.18,6.24
FORSYTH,908,NC HOUSE OF REPRESENTATIVES DISTRICT 074,2022-11-08,1028,908,0,1936,DEM,120,6.2,6.2,6.24
FORSYTH,806,NC STATE SENATE DISTRICT 32,2024-11-05,805,711,0,1516,DEM,94,6.2,6.2,6.26
FORSYTH,809,NC COMMISSIONER OF LABOR,2020-11-03,1215,1073,0,2288,DEM,142,6.21,6.21,6.24
FORSYTH,43,US PRESIDENT,2024-11-05,997,1129,0,2126,REP,132,6.21,-6.21,6.25
FORSYTH,43,NC COURT OF APPEALS JUDGE SEAT 07,2020-11-03,999,1132,0,2131,REP,133,6.24,-6.24,6.28
FORSYTH,803,NC COURT OF APPEALS JUDGE SEAT 14,2024-11-05,660,748,0,1408,REP,88,6.25,-6.25,6.31
FORSYTH,43,NC SUPERINTENDENT OF PUBLIC INSTRUCTION,2020-11-03,1002,1136,0,2138,REP,134,6.27,-6.27,6.31
FORSYTH,52,NC HOUSE OF REPRESENTATIVES DISTRICT 074,2022-11-08,373,423,0,796,REP,50,6.28,-6.28,6.39
FORSYTH,807,FORSYTH COUNTY BOARD OF COMMISSIONERS AT-LARGE,2022-11-08,651,574,0,1225,DEM,77,6.29,6.29,6.36
FORSYTH,131,NC COMMISSIONER OF LABOR,2024-11-05,1412,1602,0,3014,REP,190,6.3,-6.3,6.33
FORSYTH,77,US HOUSE OF REPRESENTATIVES DISTRICT 05,2022-11-08,705,800,0,1505,REP,95,6.31,-6.31,6.37
FORSYTH,123,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 03,2022-11-08,874,770,0,1644,DEM,104,6.33,6.33,6.38
FORSYTH,43,NC COURT OF APPEALS JUDGE SEAT 13,2020-11-03,995,1130,0,2125,REP,135,6.35,-6.35,6.39
FORSYTH,132,NC COMMISSIONER OF LABOR,2020-11-03,1638,1860,0,3498,REP,222,6.35,-6.35,6.37
FORSYTH,804,NC COURT OF APPEALS JUDGE SEAT 05,2020-11-03,560,493,0,1053,DEM,67,6.36,6.36,6.45
FORSYTH,135,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 05,2022-11-08,942,1070,0,2012,REP,128,6.36,-6.36,6.41
FORSYTH,17,NC SECRETARY OF STATE,2024-11-05,787,894,0,1681,REP,107,6.37,-6.37,6.42
FORSYTH,16,FORSYTH COUNTY BOARD OF COMMISSIONERS AT-LARGE,2022-11-08,705,801,0,1506,REP,96,6.37,-6.37,6.43
FORSYTH,43,NC COMMISSIONER OF LABOR,2024-11-05,977,1110,0,2087,REP,133,6.37,-6.37,6.41
FORSYTH,123,NC COURT OF APPEALS JUDGE SEAT 07,2020-11-03,1283,1129,0,2412,DEM,154,6.38,6.38,6.42
FORSYTH,807,NC COMMISSIONER OF AGRICULTURE,2024-11-05,718,816,0,1534,REP,98,6.39,-6.39,6.45
FORSYTH,806,NC SUPREME COURT CHIEF JUSTICE SEAT 01,2020-11-03,849,747,0,1596,DEM,102,6.39,6.39,6.45
FORSYTH,131,NC SUPREME COURT CHIEF JUSTICE SEAT 01,2020-11-03,1304,1482,0,2786,REP,178,6.39,-6.39,6.42
FORSYTH,131,NC SUPERINTENDENT OF PUBLIC INSTRUCTION,2024-11-05,1629,1433,0,3062,DEM,196,6.4,6.4,6.43
FORSYTH,806,US SENATE,2022-11-08,630,554,0,1184,DEM,76,6.42,6.42,6.49
FORSYTH,43,NC COMMISSIONER OF INSURANCE,2024-11-05,984,1119,0,2103,REP,135,6.42,-6.42,6.46
FORSYTH,123,NC DISTRICT COURT JUDGE DISTRICT 31 SEAT 10,2024-11-05,1274,1120,0,2394,DEM,154,6.43,6.43,6.47
FORSYTH,135,NC STATE SENATE DISTRICT 32,2022-11-08,936,1065,0,2001,REP,129,6.45,-6.45,6.49
FORSYTH,52,US HOUSE OF REPRESENTATIVES DISTRICT 05,2022-11-08,377,429,0,806,REP,52,6.45,-6.45,6.56
FORSYTH,43,NC ATTORNEY GENERAL,2020-11-03,1007,1146,0,2153,REP,139,6.46,-6.46,6.5
FORSYTH,61,NC GOVERNOR,2020-11-03,811,923,0,1734,REP,112,6.46,-6.46,6.51
FORSYTH,809,NC COURT OF APPEALS JUDGE SEAT 13,2020-11-03,1217,1069,0,2286,DEM,148,6.47,6.47,6.51
FORSYTH,804,NC COURT OF APPEALS JUDGE SEAT 13,2020-11-03,559,491,0,1050,DEM,68,6.48,6.48,6.56
FORSYTH,131,US SENATE,2020-11-03,1266,1442,0,2708,REP,176,6.5,-6.5,6.53
FORSYTH,11,NC SECRETARY OF STATE,2020-11-03,1830,2085,0,3915,REP,255,6.51,-6.51,6.54
FORSYTH,52,US SENATE,2020-11-03,472,538,0,1010,REP,66,6.53,-6.53,6.62
FORSYTH,43,US PRESIDENT,2020-11-03,1001,1141,0,2142,REP,140,6.54,-6.54,6.58
FORSYTH,132,NC SUPERINTENDENT OF PUBLIC INSTRUCTION,2024-11-05,2034,1784,0,3818,DEM,250,6.55,6.55,6.57
FORSYTH,804,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 02,2020-11-03,568,498,0,1066,DEM,70,6.57,6.57,6.65
FORSYTH,74,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 03,2022-11-08,1125,986,0,2111,DEM,139,6.58,6.58,6.63
FORSYTH,804,NC COURT OF APPEALS JUDGE SEAT 07,2020-11-03,559,490,0,1049,DEM,69,6.58,6.58,6.66
FORSYTH,131,NC HOUSE OF REPRESENTATIVES DISTRICT 074,2020-11-03,1298,1481,0,2779,REP,183,6.59,-6.59,6.62
FORSYTH,135,CITY OF WINSTON-SALEM COUNCIL MEMBER WEST WARD,2024-11-05,870,993,0,1863,REP,123,6.6,-6.6,6.65
FORSYTH,123,NC SUPERINTENDENT OF PUBLIC INSTRUCTION,2020-11-03,1292,1132,0,2424,DEM,160,6.6,6.6,6.64
FORSYTH,43,NC COURT OF APPEALS JUDGE SEAT 14,2024-11-05,975,1113,0,2088,REP,138,6.61,-6.61,6.65
FORSYTH,809,NC COMMISSIONER OF INSURANCE,2024-11-05,1258,1102,0,2360,DEM,156,6.61,6.61,6.65
FORSYTH,908,NC COMMISSIONER OF AGRICULTURE,2020-11-03,1101,1257,0,2358,REP,156,6.62,-6.62,6.65
FORSYTH,131,NC SUPERINTENDENT OF PUBLIC INSTRUCTION,2020-11-03,1296,1480,0,2776,REP,184,6.63,-6.63,6.66
FORSYTH,53,NC GOVERNOR,2024-11-05,1195,1046,0,2241,DEM,149,6.65,6.65,6.69
FORSYTH,908,NC AUDITOR,2020-11-03,1251,1095,0,2346,DEM,156,6.65,6.65,6.69
FORSYTH,11,NC AUDITOR,2020-11-03,1823,2083,0,3906,REP,260,6.66,-6.66,6.68
FORSYTH,908,NC COURT OF APPEALS JUDGE SEAT 10,2022-11-08,1025,897,0,1922,DEM,128,6.66,6.66,6.7
FORSYTH,67,NC ATTORNEY GENERAL,2020-11-03,685,783,0,1468,REP,98,6.68,-6.68,6.73
FORSYTH,16,NC COURT OF APPEALS JUDGE SEAT 15,2024-11-05,1069,1222,0,2291,REP,153,6.68,-6.68,6.72
FORSYTH,134,NC ATTORNEY GENERAL,2024-11-05,1310,1498,0,2808,REP,188,6.7,-6.7,6.73
FORSYTH,67,NC SUPREME COURT CHIEF JUSTICE SEAT 01,2020-11-03,682,780,0,1462,REP,98,6.7,-6.7,6.76
FORSYTH,804,NC LIEUTENANT GOVERNOR,2020-11-03,572,500,0,1072,DEM,72,6.72,6.72,6.8
FORSYTH,804,NC COURT OF APPEALS JUDGE SEAT 09,2022-11-08,484,423,0,907,DEM,61,6.73,6.73,6.82
FORSYTH,43,NC HOUSE OF REPRESENTATIVES DISTRICT 075,2024-11-05,967,1107,0,2074,REP,140,6.75,-6.75,6.79
FORSYTH,908,NC COURT OF APPEALS JUDGE SEAT 08,2022-11-08,1025,895,0,1920,DEM,130,6.77,6.77,6.82
FORSYTH,803,NC COURT OF APPEALS JUDGE SEAT 10,2022-11-08,556,637,0,1193,REP,81,6.79,-6.79,6.86
FORSYTH,74,NC SECRETARY OF STATE,2020-11-03,1509,1317,0,2826,DEM,192,6.79,6.79,6.82
FORSYTH,807,US PRESIDENT,2020-11-03,871,760,0,1631,DEM,111,6.81,6.81,6.86
FORSYTH,809,FORSYTH COUNTY BOARD OF COMMISSIONERS DISTRICT B,2024-11-05,3384,2952,0,6336,DEM,432,6.82,6.82,6.83
FORSYTH,77,NC ATTORNEY GENERAL,2024-11-05,1239,1080,0,2319,DEM,159,6.86,6.86,6.89
FORSYTH,131,NC COURT OF APPEALS JUDGE SEAT 09,2022-11-08,984,1129,0,2113,REP,145,6.86,-6.86,6.9
FORSYTH,74,NC COURT OF APPEALS JUDGE SEAT 10,2022-11-08,1120,976,0,2096,DEM,144,6.87,6.87,6.91
FORSYTH,64,FORSYTH COUNTY SHERIFF,2022-11-08,389,339,0,728,DEM,50,6.87,6.87,6.99
FORSYTH,43,NC DISTRICT COURT JUDGE DISTRICT 21 SEAT 08,2020-11-03,955,1096,0,2051,REP,141,6.87,-6.87,6.92
FORSYTH,805,DISTRICT ATTORNEY DISTRICT 31,2022-11-08,799,917,0,1716,REP,118,6.88,-6.88,6.93
FORSYTH,809,NC SUPERINTENDENT OF PUBLIC INSTRUCTION,2020-11-03,1237,1077,0,2314,DEM,160,6.91,6.91,6.95
FORSYTH,802,NC COURT OF APPEALS JUDGE SEAT 14,2024-11-05,750,653,0,1403,DEM,97,6.91,6.91,6.98
FORSYTH,52,NC ATTORNEY GENERAL,2020-11-03,491,564,0,1055,REP,73,6.92,-6.92,7.0
FORSYTH,43,NC TREASURER,2024-11-05,975,1120,0,2095,REP,145,6.92,-6.92,6.96
FORSYTH,804,FORSYTH COUNTY BOARD OF COMMISSIONERS DISTRICT B,2020-11-03,1377,1582,0,2959,REP,205,6.93,-6.93,6.96
FORSYTH,131,NC STATE SENATE DISTRICT 32,2020-11-03,1283,1474,0,2757,REP,191,6.93,-6.93,6.96
FORSYTH,67,NC TREASURER,2024-11-05,651,748,0,1399,REP,97,6.93,-6.93,7.0
FORSYTH,131,NC ATTORNEY GENERAL,2020-11-03,1310,1505,0,2815,REP,195,6.93,-6.93,6.96
FORSYTH,806,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 04,2020-11-03,839,730,0,1569,DEM,109,6.95,6.95,7.0
FORSYTH,908,NC COMMISSIONER OF INSURANCE,2024-11-05,1235,1074,0,2309,DEM,161,6.97,6.97,7.01
FORSYTH,123,FORSYTH COUNTY BOARD OF COMMISSIONERS AT-LARGE,2022-11-08,875,761,0,1636,DEM,114,6.97,6.97,7.02
FORSYTH,52,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 02,2020-11-03,487,560,0,1047,REP,73,6.97,-6.97,7.05
FORSYTH,804,NC COMMISSIONER OF INSURANCE,2024-11-05,567,493,0,1060,DEM,74,6.98,6.98,7.06
FORSYTH,43,NC COURT OF APPEALS JUDGE SEAT 04,2020-11-03,992,1141,0,2133,REP,149,6.99,-6.99,7.03
FORSYTH,802,NC DISTRICT COURT JUDGE DISTRICT 21 SEAT 08,2020-11-03,612,704,0,1316,REP,92,6.99,-6.99,7.06
FORSYTH,74,NC COURT OF APPEALS JUDGE SEAT 15,2024-11-05,1550,1347,0,2897,DEM,203,7.01,7.01,7.04
FORSYTH,132,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 04,2020-11-03,1631,1877,0,3508,REP,246,7.01,-7.01,7.04
FORSYTH,908,NC COURT OF APPEALS JUDGE SEAT 11,2022-11-08,1023,889,0,1912,DEM,134,7.01,7.01,7.05
FORSYTH,804,NC COMMISSIONER OF AGRICULTURE,2020-11-03,494,569,0,1063,REP,75,7.06,-7.06,7.14
FORSYTH,804,NC SUPERINTENDENT OF PUBLIC INSTRUCTION,2020-11-03,567,492,0,1059,DEM,75,7.08,7.08,7.16
FORSYTH,11,NC SUPREME COURT CHIEF JUSTICE SEAT 01,2020-11-03,1825,2103,0,3928,REP,278,7.08,-7.08,7.1
FORSYTH,43,NC STATE SENATE DISTRICT 31,2024-11-05,965,1112,0,2077,REP,147,7.08,-7.08,7.12
FORSYTH,909,NC DISTRICT COURT JUDGE DISTRICT 31 SEAT 10,2024-11-05,582,505,0,1087,DEM,77,7.08,7.08,7.16
FORSYTH,135,NC COURT OF APPEALS JUDGE SEAT 08,2022-11-08,929,1071,0,2000,REP,142,7.1,-7.1,7.14
FORSYTH,135,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 03,2022-11-08,935,1078,0,2013,REP,143,7.1,-7.1,7.15
FORSYTH,123,NC COURT OF APPEALS JUDGE SEAT 13,2020-11-03,1289,1118,0,2407,DEM,171,7.1,7.1,7.14
FORSYTH,132,NC LIEUTENANT GOVERNOR,2020-11-03,1649,1901,0,3550,REP,252,7.1,-7.1,7.12
FORSYTH,132,NC COURT OF APPEALS JUDGE SEAT 09,2022-11-08,1225,1413,0,2638,REP,188,7.13,-7.13,7.16
FORSYTH,803,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 04,2020-11-03,688,794,0,1482,REP,106,7.15,-7.15,7.21
FORSYTH,123,NC HOUSE OF REPRESENTATIVES DISTRICT 074,2020-11-03,1296,1123,0,2419,DEM,173,7.15,7.15,7.19
FORSYTH,52,NC COURT OF APPEALS JUDGE SEAT 11,2022-11-08,363,419,0,782,REP,56,7.16,-7.16,7.27
FORSYTH,82,NC COMMISSIONER OF AGRICULTURE,2020-11-03,1999,1732,0,3731,DEM,267,7.16,7.16,7.18
FORSYTH,101,NC TREASURER,2020-11-03,906,785,0,1691,DEM,121,7.16,7.16,7.21
FORSYTH,42,NC COURT OF APPEALS JUDGE SEAT 09,2022-11-08,875,758,0,1633,DEM,117,7.16,7.16,7.22
FORSYTH,74,US HOUSE OF REPRESENTATIVES DISTRICT 05,2022-11-08,1129,978,0,2107,DEM,151,7.17,7.17,7.21
FORSYTH,805,NC COURT OF APPEALS JUDGE SEAT 06,2020-11-03,1083,938,0,2021,DEM,145,7.17,7.17,7.22
FORSYTH,802,NC ATTORNEY GENERAL,2020-11-03,639,738,0,1377,REP,99,7.19,-7.19,7.25
FORSYTH,32,NC AUDITOR,2024-11-05,1200,1386,0,2586,REP,186,7.19,-7.19,7.23
FORSYTH,32,CITY OF WINSTON-SALEM MAYOR,2020-11-03,788,682,0,1470,DEM,106,7.21,7.21,7.27
FORSYTH,909,FORSYTH COUNTY BOARD OF COMMISSIONERS DISTRICT B,2020-11-03,1596,1381,0,2977,DEM,215,7.22,7.22,7.25
FORSYTH,123,NC COMMISSIONER OF LABOR,2020-11-03,1296,1121,0,2417,DEM,175,7.24,7.24,7.28
FORSYTH,65,NC SUPERINTENDENT OF PUBLIC INSTRUCTION,2024-11-05,1647,1904,0,3551,REP,257,7.24,-7.24,7.26
FORSYTH,52,NC COURT OF APPEALS JUDGE SEAT 10,2022-11-08,364,421,0,785,REP,57,7.26,-7.26,7.37
FORSYTH,51,US PRESIDENT,2024-11-05,1176,1360,0,2536,REP,184,7.26,-7.26,7.29
FORSYTH,809,NC COURT OF APPEALS JUDGE SEAT 14,2024-11-05,1271,1099,0,2370,DEM,172,7.26,7.26,7.29
FORSYTH,51,NC HOUSE OF REPRESENTATIVES DISTRICT 074,2024-11-05,1149,1329,0,2478,REP,180,7.26,-7.26,7.3
FORSYTH,16,NC HOUSE OF REPRESENTATIVES DISTRICT 075,2024-11-05,1066,1233,0,2299,REP,167,7.26,-7.26,7.3
FORSYTH,43,NC LIEUTENANT GOVERNOR,2020-11-03,997,1153,0,2150,REP,156,7.26,-7.26,7.3
FORSYTH,85,US HOUSE OF REPRESENTATIVES DISTRICT 06,2022-11-08,574,664,0,1238,REP,90,7.27,-7.27,7.34
FORSYTH,909,CITY OF WINSTON-SALEM COUNCIL MEMBER NORTHWEST WARD,2024-11-05,494,427,0,921,DEM,67,7.27,7.27,7.37
FORSYTH,134,NC SUPERINTENDENT OF PUBLIC INSTRUCTION,2024-11-05,1294,1497,0,2791,REP,203,7.27,-7.27,7.3
FORSYTH,67,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 02,2020-11-03,678,785,0,1463,REP,107,7.31,-7.31,7.37
FORSYTH,135,US HOUSE OF REPRESENTATIVES DISTRICT 05,2022-11-08,938,1086,0,2024,REP,148,7.31,-7.31,7.35
FORSYTH,64,NC LIEUTENANT GOVERNOR,2024-11-05,469,543,0,1012,REP,74,7.31,-7.31,7.4
FORSYTH,67,NC AUDITOR,2020-11-03,671,777,0,1448,REP,106,7.32,-7.32,7.38
FORSYTH,74,US PRESIDENT,2020-11-03,1533,1324,0,2857,DEM,209,7.32,7.32,7.35
FORSYTH,131,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 02,2020-11-03,1293,1498,0,2791,REP,205,7.35,-7.35,7.38
